"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/11 10:14:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/11 10:14:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/11 10:14:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/11 10:14:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/11 10:14:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/11 10:14:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/11 10:14:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/11 10:14:00","3","4","1","-99","-99","S","-99"
"65000V005740","2016/08/11 10:14:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/11 10:14:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/11 10:14:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/11 10:14:00","3","5","1","-99","-99","S","-99"
"65000V006200","2016/08/11 10:14:00","0","0","0","35","15","L","1"
"65000V006200","2016/08/11 10:14:00","0","0","0","35","15","S","18"
"65000V006200","2016/08/11 10:14:00","0","2","0","44","15","L","4"
"65000V006200","2016/08/11 10:14:00","0","2","0","44","15","S","15"
"65000V006200","2016/08/11 10:14:00","0","1","0","42","17","L","5"
"65000V006200","2016/08/11 10:14:00","0","1","0","42","17","S","12"
"65000V008130","2016/08/11 10:14:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/11 10:14:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/11 10:14:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/11 10:14:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/11 10:14:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/11 10:14:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/11 10:14:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/11 10:14:00","3","3","1","-99","-99","S","-99"
"65000V008940","2016/08/11 10:14:00","0","0","0","69","1","L","1"
