"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/06 19:18:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/06 19:18:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/06 19:18:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/06 19:18:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/06 19:18:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/06 19:18:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/06 19:18:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/06 19:18:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/06 19:18:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/06 19:18:00","3","4","1","-99","-99","S","-99"
"65000V005740","2016/08/06 19:18:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/06 19:18:00","3","5","1","-99","-99","S","-99"
"65000V006200","2016/08/06 19:18:00","0","1","0","61","2","L","0"
"65000V006200","2016/08/06 19:18:00","0","1","0","61","2","S","6"
"65000V006200","2016/08/06 19:18:00","0","2","0","52","4","L","0"
"65000V006200","2016/08/06 19:18:00","0","2","0","52","4","S","9"
"65000V006200","2016/08/06 19:18:00","0","0","0","44","7","L","0"
"65000V006200","2016/08/06 19:18:00","0","0","0","44","7","S","11"
"65000V008130","2016/08/06 19:18:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/06 19:18:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/06 19:18:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/06 19:18:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/06 19:18:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/06 19:18:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/06 19:18:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/06 19:18:00","3","3","1","-99","-99","S","-99"
"65000V008940","2016/08/06 19:18:00","0","1","0","60","6","L","9"
