"vdid","datacollecttime","status","vsrid","vsrdir","speed","laneoccupy","carid","volume"
"65000V005740","2016/08/11 04:14:00","3","1","0","-99","-99","L","-99"
"65000V005740","2016/08/11 04:14:00","3","1","0","-99","-99","S","-99"
"65000V005740","2016/08/11 04:14:00","3","0","0","-99","-99","L","-99"
"65000V005740","2016/08/11 04:14:00","3","0","0","-99","-99","S","-99"
"65000V005740","2016/08/11 04:14:00","3","2","0","-99","-99","L","-99"
"65000V005740","2016/08/11 04:14:00","3","2","0","-99","-99","S","-99"
"65000V005740","2016/08/11 04:14:00","3","3","1","-99","-99","L","-99"
"65000V005740","2016/08/11 04:14:00","3","3","1","-99","-99","S","-99"
"65000V005740","2016/08/11 04:14:00","3","5","1","-99","-99","L","-99"
"65000V005740","2016/08/11 04:14:00","3","5","1","-99","-99","S","-99"
"65000V005740","2016/08/11 04:14:00","3","4","1","-99","-99","L","-99"
"65000V005740","2016/08/11 04:14:00","3","4","1","-99","-99","S","-99"
"65000V006200","2016/08/11 04:14:00","0","1","0","59","1","L","0"
"65000V006200","2016/08/11 04:14:00","0","1","0","59","1","S","1"
"65000V006200","2016/08/11 04:14:00","0","0","0","66","1","L","0"
"65000V006200","2016/08/11 04:14:00","0","0","0","66","1","S","3"
"65000V006200","2016/08/11 04:14:00","0","2","0","63","1","L","0"
"65000V006200","2016/08/11 04:14:00","0","2","0","63","1","S","2"
"65000V008130","2016/08/11 04:14:00","3","1","0","-99","-99","L","-99"
"65000V008130","2016/08/11 04:14:00","3","1","0","-99","-99","S","-99"
"65000V008130","2016/08/11 04:14:00","3","0","0","-99","-99","L","-99"
"65000V008130","2016/08/11 04:14:00","3","0","0","-99","-99","S","-99"
"65000V008130","2016/08/11 04:14:00","3","2","1","-99","-99","L","-99"
"65000V008130","2016/08/11 04:14:00","3","2","1","-99","-99","S","-99"
"65000V008130","2016/08/11 04:14:00","3","3","1","-99","-99","L","-99"
"65000V008130","2016/08/11 04:14:00","3","3","1","-99","-99","S","-99"
"65000V008940","2016/08/11 04:14:00","0","2","0","75","0","L","0"
"65000V008940","2016/08/11 04:14:00","0","2","0","75","0","S","1"
"65000V008940","2016/08/11 04:14:00","0","1","0","75","0","L","0"
"65000V008940","2016/08/11 04:14:00","0","1","0","75","0","S","1"
"65000V008940","2016/08/11 04:14:00","0","0","0","0","0","L","0"
"65000V008940","2016/08/11 04:14:00","0","0","0","0","0","S","0"
"65000V008940","2016/08/11 04:14:00","0","5","1","0","0","L","0"
"65000V008940","2016/08/11 04:14:00","0","5","1","0","0","S","0"
"65000V008940","2016/08/11 04:14:00","0","3","1","59","0","L","1"
"65000V008940","2016/08/11 04:14:00","0","3","1","59","0","S","0"
"65000V008940","2016/08/11 04:14:00","0","4","1","64","1","L","2"
"65000V008940","2016/08/11 04:14:00","0","4","1","64","1","S","2"
"65000V009560","2016/08/11 04:14:00","0","0","0","0","0","L","0"
"65000V009560","2016/08/11 04:14:00","0","0","0","0","0","S","0"
"65000V009560","2016/08/11 04:14:00","0","1","0","0","0","L","0"
"65000V009560","2016/08/11 04:14:00","0","1","0","0","0","S","0"
"65000V009560","2016/08/11 04:14:00","0","2","1","0","0","L","0"
"65000V009560","2016/08/11 04:14:00","0","2","1","0","0","S","0"
"65000V009560","2016/08/11 04:14:00","0","3","1","0","0","L","0"
"65000V009560","2016/08/11 04:14:00","0","3","1","0","0","S","0"
"65000V009850","2016/08/11 04:14:00","3","1","0","-99","-99","L","-99"
"65000V009850","2016/08/11 04:14:00","3","1","0","-99","-99","S","-99"
"65000V009850","2016/08/11 04:14:00","3","0","0","-99","-99","L","-99"
"65000V009850","2016/08/11 04:14:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/11 04:14:00","3","1","0","-99","-99","L","-99"
"65000V010000","2016/08/11 04:14:00","3","1","0","-99","-99","S","-99"
"65000V010000","2016/08/11 04:14:00","3","0","0","-99","-99","L","-99"
"65000V010000","2016/08/11 04:14:00","3","0","0","-99","-99","S","-99"
"65000V010000","2016/08/11 04:14:00","3","3","1","-99","-99","L","-99"
"65000V010000","2016/08/11 04:14:00","3","3","1","-99","-99","S","-99"
"65000V010000","2016/08/11 04:14:00","3","2","1","-99","-99","L","-99"
"65000V010000","2016/08/11 04:14:00","3","2","1","-99","-99","S","-99"
"65000V010010","2016/08/11 04:14:00","0","1","0","0","0","L","0"
"65000V010010","2016/08/11 04:14:00","0","1","0","0","0","S","0"
"65000V010010","2016/08/11 04:14:00","0","0","0","0","0","L","0"
"65000V010010","2016/08/11 04:14:00","0","0","0","0","0","S","0"
"65000V010200","2016/08/11 04:14:00","0","0","0","48","2","L","0"
"65000V010200","2016/08/11 04:14:00","0","0","0","48","2","S","3"
"65000V010200","2016/08/11 04:14:00","0","1","1","75","0","L","0"
"65000V010200","2016/08/11 04:14:00","0","1","1","75","0","S","1"
"65000V010240","2016/08/11 04:14:00","3","0","0","-99","-99","L","-99"
"65000V010240","2016/08/11 04:14:00","3","0","0","-99","-99","S","-99"
"65000V010240","2016/08/11 04:14:00","3","1","1","-99","-99","L","-99"
"65000V010240","2016/08/11 04:14:00","3","1","1","-99","-99","S","-99"
"65000V015000","2016/08/11 04:14:00","0","0","0","0","0","L","0"
"65000V015000","2016/08/11 04:14:00","0","0","0","0","0","S","0"
"65000V015000","2016/08/11 04:14:00","0","1","0","0","0","L","0"
"65000V015000","2016/08/11 04:14:00","0","1","0","0","0","S","0"
"65000V015000","2016/08/11 04:14:00","0","2","0","0","0","L","0"
"65000V015000","2016/08/11 04:14:00","0","2","0","0","0","S","0"
"65000V015000","2016/08/11 04:14:00","0","5","1","0","0","L","0"
"65000V015000","2016/08/11 04:14:00","0","5","1","0","0","S","0"
"65000V015000","2016/08/11 04:14:00","0","4","1","62","1","L","0"
"65000V015000","2016/08/11 04:14:00","0","4","1","62","1","S","2"
"65000V015000","2016/08/11 04:14:00","0","3","1","35","1","L","0"
"65000V015000","2016/08/11 04:14:00","0","3","1","35","1","S","1"
"65000V015640","2016/08/11 04:14:00","0","0","0","45","0","L","0"
"65000V015640","2016/08/11 04:14:00","0","0","0","45","0","S","0"
"65000V015640","2016/08/11 04:14:00","0","2","0","49","0","L","0"
"65000V015640","2016/08/11 04:14:00","0","2","0","49","0","S","0"
"65000V015640","2016/08/11 04:14:00","0","1","0","45","1","L","0"
"65000V015640","2016/08/11 04:14:00","0","1","0","45","1","S","1"
"65000V015640","2016/08/11 04:14:00","0","3","1","61","0","L","0"
"65000V015640","2016/08/11 04:14:00","0","3","1","61","0","S","0"
"65000V015640","2016/08/11 04:14:00","0","4","1","43","0","L","0"
"65000V015640","2016/08/11 04:14:00","0","4","1","43","0","S","0"
"65000V015640","2016/08/11 04:14:00","0","5","1","65","0","L","0"
"65000V015640","2016/08/11 04:14:00","0","5","1","65","0","S","1"
"65000V017200","2016/08/11 04:14:00","0","0","0","0","0","L","0"
"65000V017200","2016/08/11 04:14:00","0","0","0","0","0","S","0"
"65000V017200","2016/08/11 04:14:00","0","1","1","0","0","L","0"
"65000V017200","2016/08/11 04:14:00","0","1","1","0","0","S","0"
"65000V021150","2016/08/11 04:14:00","0","1","0","53","0","L","0"
"65000V021150","2016/08/11 04:14:00","0","1","0","53","0","S","0"
"65000V021150","2016/08/11 04:14:00","0","0","0","54","0","L","0"
"65000V021150","2016/08/11 04:14:00","0","0","0","54","0","S","0"
"65000V021150","2016/08/11 04:14:00","0","2","0","72","0","L","0"
"65000V021150","2016/08/11 04:14:00","0","2","0","72","0","S","0"
"65000V021150","2016/08/11 04:14:00","0","4","1","53","0","L","0"
"65000V021150","2016/08/11 04:14:00","0","4","1","53","0","S","0"
"65000V021150","2016/08/11 04:14:00","0","5","1","51","0","L","0"
"65000V021150","2016/08/11 04:14:00","0","5","1","51","0","S","0"
"65000V021150","2016/08/11 04:14:00","0","3","1","59","0","L","0"
"65000V021150","2016/08/11 04:14:00","0","3","1","59","0","S","0"
"65000V022250","2016/08/11 04:14:00","0","1","0","0","0","L","0"
"65000V022250","2016/08/11 04:14:00","0","1","0","0","0","S","0"
"65000V022250","2016/08/11 04:14:00","0","0","0","59","1","L","0"
"65000V022250","2016/08/11 04:14:00","0","0","0","59","1","S","2"
"65000V022250","2016/08/11 04:14:00","0","2","1","0","0","L","0"
"65000V022250","2016/08/11 04:14:00","0","2","1","0","0","S","0"
"65000V022250","2016/08/11 04:14:00","0","3","1","47","1","L","0"
"65000V022250","2016/08/11 04:14:00","0","3","1","47","1","S","2"
"65000V026110","2016/08/11 04:14:00","0","0","0","35","2","L","1"
"65000V026110","2016/08/11 04:14:00","0","0","0","35","2","S","0"
"65000V026110","2016/08/11 04:14:00","0","1","0","37","2","L","1"
"65000V026110","2016/08/11 04:14:00","0","1","0","37","2","S","0"
"65000V026160","2016/08/11 04:14:00","0","1","0","0","0","L","0"
"65000V026160","2016/08/11 04:14:00","0","1","0","0","0","S","0"
"65000V026160","2016/08/11 04:14:00","0","0","0","0","0","L","0"
"65000V026160","2016/08/11 04:14:00","0","0","0","0","0","S","0"
"65000V026160","2016/08/11 04:14:00","0","2","1","0","0","L","0"
"65000V026160","2016/08/11 04:14:00","0","2","1","0","0","S","0"
"65000V026160","2016/08/11 04:14:00","0","3","1","0","0","L","0"
"65000V026160","2016/08/11 04:14:00","0","3","1","0","0","S","0"
"65000V026340","2016/08/11 04:14:00","0","3","0","55","4","L","1"
"65000V026340","2016/08/11 04:14:00","0","3","0","55","4","S","3"
"65000V026340","2016/08/11 04:14:00","0","0","0","58","4","L","1"
"65000V026340","2016/08/11 04:14:00","0","0","0","58","4","S","5"
"65000V026340","2016/08/11 04:14:00","0","1","0","43","10","L","2"
"65000V026340","2016/08/11 04:14:00","0","1","0","43","10","S","1"
"65000V026340","2016/08/11 04:14:00","0","2","0","35","13","L","2"
